9-143 9-144 9-145,"QSDVªh fufeZr ih0oh0lh0 ydMh dh pkS[kV] ;w0 ih0oh0lh0 cfgof/kZr dkVks dh 65 feeh×55 feeh vkdkj dh] 2-0 feeh ¼$ 0-2 feeh½ cuh gksa] dh O;oLFkk djuk rFkk yxkuk] njoktksa dh pkS[kV ds dksus dyeh tksM rFkk IykfLVd czSfdV o taxjks/kh bLikr ispksa ls tqMs gq, gksaA dCts dh vksj pkS[kV mWpkbZ dh rjQ ih0oh0lh0 izksQkby] 28 feeh×30 feeh ds lkFk 2 feeh eksVh ¼0-20 feeh-½ nhokj ds lkFk izcyu djrs gq,] 125 feeh yEcs taxjks/kh bLikr 3 vnn dCtsa pkS[kV ij yxkus dh O;oLFkk djuk rFkk pkS[kV dks tkECk rFkk yaxj&MS”k ca/kdks ds vko”;d vkdkj o la[;k ds vuqlkj& lEiw.kZ djuk tSlk fd fofuZekrk ds fofunZs”k rFkk Hkkj/kkjd bathfu;j ds vuqlkj mfpr gksaA 37 feeh QSDVªh ls fufeZr ih0oh0lh0 njokts ds fdokM] mnzx ifVdk o iVjh tks ih0oh0lh0 [kks[kyh dkV ds 100 feeh×30 feeh 2 feeh fHkfr ¼0-2 feeh-½ ftldh ,d rjQ vanj dh vksj xksVu gks] mnzx ifVVdk o iVjh;kW] dyeh tksM nks fdukjks ij 75 feeh×30 feeh vkdkj dh nks czSDVs ¼izR;sd fdukjs ij ,d½ taxjks/kh isapks }kjk tksaMh xbZ gksA mnzx ifVVdk ds dCts okyh rjQ] 25 feeh×30 feeh dh ih0oh0lh0 izksQkby }kjk tksaMh xbZ gksA ftldh fHkfr dh eksVkbZ 2 feeh ¼$0-2 feeh½ mWpkbZ dh vksj yxkbZ tk,xhA ih0oh0lh0 ds LusifQV xksVu ds lkFk 100 feeh× 20 feeh ds fnYyks dh O;oLFkk djuk] ftleas 2 VkbZ NM] 6 feeh O;kl dh uV& cksYV ds lkFk tqMh gksa tSlk fd fofuekZrk ds fofunZs”kksa rFkk izHkkjh bathfu;j ds funsZ”kkuqlkj lEiw.kZ gksaA dkj[kkuksa esa fufeZr ih0oh0lh0 njokts ds fdokM tks cfgcf/kZr dkV ds ih0oh0lh0 ls cus gks o mudk vkdkj 75 feeh×53 feeh rFkk fHkfr dh eksVkbZ ¼I0-2 feeh½ gksA pkS[kV ds mij dh nksuks rjQ ih0oh0lh0 izksQkby]28 feeh×30 feeh vkSj 2 feeh ds ¼$0-20 feeh½ ds m/okZ/kj dkV ds lkFk izcfyr gks rFkk 75 feeh×200 feeh yEcs rFkk mijh pkS[kV ds nksuks fljs ih0oh0lh0 izksQkby ls izcfyr gksA ih0oh0lh0 njokts dh pkS[kVs rFkk ih0oh0lh0 izcyu dyeh tksM vkil esa laxyu osyfMax ifVVdk ds lkFk tksMh gqbZ gks rFkk 125 feeh yEcs 3 taxjks/kh bLikr esa dCtsa pkS[kV ds lkFk yxs gksa ftlds ifj.kkLo:I tSEc o pkS[kV vko”;drkuqlkj vkdkj o la[;k ds yaxj MS”k iaspks ls yxkbZ xbZ gks] tks iwjh rjg fofuekZrk ds fofunsZ”kksa rFkk izHkkjh bathfu;j ds funsZ”kkuqlkj lEiw.kZ gksA",ehVj oxZ eh- ehVj,545-60 3654-45 611-20,,,
9-146,"QSDVªh fufeZr 3 feeh eksVkbZ ds ih0oh0lh0 njoktks ds fdokMksa dh O;oLkFkk djuk o yxkukA [kks[kyh mnxzifVVdk o iVjh tks ih0oh0lh0 lh [kks[kyh cgof/kZr Nih gqbZ rFkk iVfyr dkV ftudk lHkh vksj ls eki 115 feeh×37 feeh gks rFkk fHkfr dh eksVkbZ 2 feeh ¼$0-20 feeh½ rFkk ,d vksj xksVu vanj cuh gks mnxz ifVVdk rFkk jsy dyeh dkV rFkk dksuks esa tqMs gks] ftlesa 75 feeh×200 feeh yEch 2 ih0oh0lh0 izksQkby izcyu okys rFkk 28 feeh×30 feeh dh vuqizLFk dkV lfgr]2 feeh eksVh ¼$0-20 feeh½ ds gks mnxzifVVdk rFkk jsy rFkk izcyu dks vkil esa {kSfrt vkdkj ls osyfMax dh xbZ gks dsoy dCtksa okyh rjQ gh ih0oh0lh0 izksQkby dh iwjh yEckbZ ls m/okZ/kj mnxz ifVVdk izcyu dh tk,sA Nis gq, iVfyr 110 feeh×37 feeh vkdkj ds ih0oh0lh0 ykd jsy ftudh eksVkbZ 2 feeh¼$ 0-20 feeh½ mnxz ifVVdk rFkk iVjh dh rjg ih0oh0lh0 izksQkby ds izcyu ds Ik”pkr mnxzifVVdk ds lkFk {kSfrt <ax ls osyfMax fd;k tk,sA lkFk esa ih0oh0lh0 LuSi fQj xksVu dh O;oLFkk djuk vkSj 100 feeh×20 feeh eqfnzr rFkk iVfyr fnYys",,,,,
9-147(d),"rFkk mlesa 2 vnn 6 feeh dkV ds pednkj bLikr dh NMsa {kSfrt Mkyuk ftldh nksuks vksj pwfM;kW gks rFkk pSd uV o ok”kj lEiw.kZ dls gq, gks] tSlk fd fuekZrk ds funsZ”kkuqlkj rFkk izHkkjh bathfu;j ds funsZ”k gksA dkj[kkuksa esa fufeZr lQsn jax ds ;w ih oh lh dslesaV@;w ih oh lh ,oa Xyst f[kM+dh ]lSl rFkk eqfy;u(tgka Hkh visf{kr gksa)1-60 ± 0-2 fefe eksVh tLrsnkj ekbYM lSD”ku lfgr izcfyr ,DlVwjsVsM izksQkby visf{kr yEckbZ dh jksy QkfeZax izfdz;k }kjk(;w ih oh lh izksQkby ds vuqlkj vkdkj izdkja)mfpr ifjeki dh ;w ih oh lh ,DlVwjsVsM Xysftax chMt] bZ ih Mh ,e xkLdsV]taxjfgr bLikr(,l ,l 304a xzsM) fÝD”ku dCts] ftad vyk;(lQsn ijr okys)dslesaV gSaMy]nhokj iw.kZ djus ds fy, Qzse yxkus gsrq th-vkbZ-QkLVuj 100x8 fefe vkdkj ds ]IykfLVd iSd djus okys IykfLVd dSi rFkk vko”;d taxjfgr bLikr isp bR;kfn dh O;oLFkk djuk rFkk yxkuk A Qzse rFkk lSl dh izksQkby lHkh dksuksa ls dyeh tksM rFkk la;kstu okyh gksuh pkfg, ]gkMZos;j dks yxkus rFkk ty ds fudkl bR;kfn ds fy, Nsn djus ds lkFk lkFk eqfy;u(;fn visf{kr gksa)la;kstukRed gksuh pkfg, A Qsze yxkus ds ckn Qsze rFkk nhokj ds tksM ds chp dk LFkku vuqeksfnr xq.koRrk ds visf{kr vkdkj ds oSnj izqQ flfydku lhysaV vksoj caSdj jksM ls Hkjk gqvk gksuk pkfg, ];g izHkkjh vfHk;ark ds vkjs[kksa rFkk funsZ”kksa ds vuqlkj iw.kZ gks A(flaxy@Mcy Xykl iSu rFkk flfydku lhysaV dk Hkqxrku vyx ls fd;k tk,a) uksV%;w ih oh lh Qzse]lSl rFkk eqfyf;u ,DlVwjsVsMizksQkby ifjeki esa ekbul 5% vFkkZr izksQkby dh xgjkbZ rFkk pkSMkbZ esa Lohdk;Z gksxhA mPp i{k esa izksQkby vk;ke esa fHkUurk Lohdkj dh tk,xh] ysfdu bl [kkrs ij dksbZ vfrfjDr Hkqxrku ugha fd;k tk,xkA 9-147(d).1 ,l ,l fQzD”ku dCtksa(300x19x1-9 fefea)lfgr dslesaV f[kM+dh flaxy iSuy 47x50 fefe rFkk lSl 47x68 fefe ds Qsze(y?kq Js.kha)dh cuh gqbZ] nksuksa nhokjksa dh eksVkbZ 1-9±0-2 fefe rFkk mfpr ifjeki ds flaxy Xykl isu Xysftax chMA(f[kMdh dk {ks= 0-75 oxZeh0 rd½ 9-147(d).2 ,l ,l fQzD”ku dCtksa(300x19x1-9 fefea)lfgr dslesaV f[kM+dh Mcy iSuy 47x50 fefe ] lSl 47x68 fefe rFkk 47x68 feeh eqfy;u(y?kq Js.kha)dh cuh gqbZ ] nksuksa nhokjksa dh eksVkbZ 1-9±0- 2 fefe rFkk mfpr ifjeki ds flaxy Xysftax chM A(f[kMdh dk {ks= 0- 75 oxZeh0 ls vf/kd 1-50 oxZeh0 rda½ 9-147(d).3 ,l ,l fQzD”ku dCtksa(350x19x1-9 fefea)lfgr dslesaV f[kM+dh Mcy iSuy mij ls fQDl gksus ds lkFk &lkFk 47x50 fefe ] lSl 47x68 fefe lSl rFkk 47x68 fefe eqfy;u Qzse(y?kq Js.kha)dh cuh gqbZ ] nksuksa nhokjksa dh eksVkbZ 1-9+0-2 fefe rFkk mfpr ifjek.k dh flaxy Xysftax chM A(f[kMdh dk {ks= 2-50 oxZeh0 rd½ 9-147(d).4 ,l ,l fQzD”ku dCtksa(400x19x1-9 fefea)lfgr dslesaV f[kM+dh flaxy iSuy 67x60 fefe rFkk 67x80 fefe Qzse(nh/kZ Js.kha)dh cuh gqbZ] nksuksa nhokjksa dh eksVkbZ 2-3±0-2 fefe rFkk mfpr ifjek.k dh flaxy Xysftax chM@Mcy Xysftax chM A(f[kMdh dk {ks= 0- 75 oxZeh0 ls vf/kda½",oxZ eh- oxZ eh- oxZ eh- oxZ eh- oxZ eh-,3954-15 10443-75 9635-40 7776-70 10347-05,,,
9-147([k) 9-147(x),"9-147(d).5 ,l ,l fQzD”ku dCtksa(350x19x1-9 fefea)lfgr dslesaV f[kM+dh Mcy iSuy 67x60 fefe rFkk 67x80 fefe lSl@eqfy;u Qsze (nh/kZ Js.kha)dh cuh gqbZ ] nksuksa nhokjksa dh eksVkbZ 2-3+0-2 fefe rFkk mfpr ifjek.k dh flaxy Xysftax chM @Mcy Xysftax chM A ¼f[kMdh dk {ks= 1-50 oxZeh0 ls vf/kda½ 9-147(d).6 nksuksa fdukjksa ij flaxy dslesaV iSuy chp ds fQDl iSuyksa lfgr dslesaV ,oa fQDl iSuy f[kM+dh rFkk ,l ,l fQzD”ku dCtksa (350x19x1-9 fefea)dk cuk(nh?kZ Js.kh½ lfgr mij dh vksj iw.kZr% fQDl jks”kunku ] 67x60 fefe Qzse 67x80 fefe lSl rFkk 67 x80 fefe eqfy;u dh cuh gqbZ ]nksuksa nhokjksa dh eksVkbZ 2-3+0- 2 fefe rFkk mfpr ifjek.k dh flaxy Xysftax chM @Mcy Xysftax chMA(f[kMdh dk {ks= 3-00 oxZeh0 ls vf/kd 5-00 oxZ ehVj rda) dkj[kkukas esa fufeZr lQsn jax ds ;w ih oh lh cfgosZf/kr psEcj ds Qsze okyh fQDl Xyst f[kM+dh@jks”kunku rFkk eqfy;u(tgka Hkh visf{kr gks)1-60±0-2 fefeeksVh tLrsnkj ekbYM bLikr lSD”ku lfgr izcfyr ,DlVwjsVsM izksQkby visf{kr yEckbZ dh jksy QkfeZax izfdz;k }kjk(;w ih oh lh izksQkby ds vuqlkj vkdkj o izdkj½ ]mfpr ifjek.k dh ;w ih oh lh Xysftax chM] bZ ih Mh ,e xkLdsV ] nhokj iw.kZ djus ds fy, Qsze yxkus gsrq th-vkbZ QkLVuj 100x8 fefe vkdkj ds ]IykfLVd iSd djus okys] IykfLVd dsi rFkk vko”;d taxjfgr bLikr isp bR;kfn dh O;oLFkk djuk rFkk yxkuk A Qzse rFkk lSl dh izksQkby lHkh dksukas ls dyeh tksM rFkk la;kstu okyh gksuh pkfg, ]gkMZos;j dks yxkus rFkk ty ds fudkl bR;kfn ds fy, Nsn djus ds lkFk&lkFk eqfy;u(;fn visf{kr gks)la;kstukRed gksuh pkfg, A Qsze yxkus ds ckn Qsze rFkk nhokj ds tksM ds chp dk LFkku vuqeksfnr xq.koRrk ds visf{kr vkdkj ds oSnj izwQ flfydku lhyasV vksoj csdj jksM ls Hkjuk pkfg,] izHkkjh vfHk;ark ds vkjs[kksa rFkk funsZ”kksa ds vuqlkj iw.kZ gks A(flaxy @Mcy Xykl iSu rFkk flfydku lhysaV dk Hkqxrku vyx ls fd;k tk,A ½ uksV%& ;w ih oh lh Qsze ]lSl rFkk eqfy;u cfgosZf/kr izksQkby ifjek.k eas ekbul 5%izfr”kr vFkkZr izksQkby dh xgjkbZ rFkk pkSMkbZ esa Lohdk;Z gksxhA mPp i{k esa izksQkby vk;ke esa fHkUurk Lohdkj dh tk,xh] ysfdu bl [kkrs ij dksbZ vfrfjDr Hkqxrku ugha fd;k tk,xkA 9-147([k). 1 fQDl f[kM+dh@jks”kunku ¼y?kq Js.kh½ tks 47x50 fe-eh- Qzse dk cuk gks o eqfy;u 47x68 fe-eh- nksuksa fnokjksa dh eksVkbZ 1-9++ 0-2 fe-eh- vkSj mfpr ifjek.k dh flaxy Xysftax chM ¼f[kM+dh@ jks”kunku dk {ks= 0-75 oxZ eh- rd½ dkj[kkukas esa fufeZr lQsn jax ds ;w ih oh lh cfgosZf/kr psEcj ds Qszeokyh Qsze okyh dslesUV o fQDl xyst okyh njokts rFkk eqfy;u(tgka Hkh visf{kr gks)1-60±0-20 feeheksVh tLrsnkj ekbYM bLikr lSD”ku lfgr izcfyr ,DlVwjsVsM izksQkby visf{kr yEckbZ dh jksy QkfeZax izfdz;k }kjk(;w ih oh lh izksQkby ds vuqlkj vkdkj o izdkj½] ;w ih oh lh ,DlVwjsVsM mfpr ifjeki dh Xysftax chM] bZ ih Mh ,e xkLdsV ftad vyk; ¼lQsn ikmMj dh ijr½ 3&Mh dCts vkSj ,d gSUMy iSuy ds izR;sd lkbM o ftad IysVsM ekbZYM bLikr ,DlVwjsVsM iokbaV yksfdxa tksfd VªkUlfelu fx;j] flys.Mj ds lkFk o ,d rjQ pkch dh O;oLFkk djuk o yxkukA nhokj dh laiwfrZ ds fy, Qzse dk izksQkbZy th-vkbZ QkLVuj 100x8 feeh vkdkj ds o vko”;d taxjks/kh bLikr isp ls",oxZ eh- oxZ eh- oxZ eh-,10746.90 8135.75 7249.90,,,
9-147(?k),"fQDl djuk bR;kfnA Qzse rFkk lSl dh izksQkby lHkh dksukas ls dyeh tksM rFkk la;kstu okyh gksuh pkfg, ]gkMZos;j dks yxkus rFkk ty ds fudkl bR;kfn ds fy, Nsn djus ds lkFk&lkFk eqfy;u(;fn visf{kr gks)la;kstukRed gksuh pkfg, A Qsze yxkus ds ckn Qsze rFkk nhokj ds tksM ds chp dk LFkku vuqeksfnr xq.koRrk ds visf{kr vkdkj ds oSnj izwQ flfydku lhyasV vksoj csdj jksM ls Hkjuk pkfg,] izHkkjh vfHk;ark ds vkjs[kksa rFkk funsZ”kksa ds vuqlkj iw.kZ gks A(flaxy @ Mcy Xykl iSu rFkk flfydku lhysaV dk Hkqxrku vyx ls fd;k tk, A½ uksV%& ;w ih oh lh Qsze ]lSl rFkk eqfy;u izksQkby ifjeki eas ekbul 5%izfr”kr vFkkZr izksQkby dh xgjkbZ rFkk pkSMkbZ esa Lohdk;Z gksxh A mPp i{k esa izksQkby vk;ke esa fHkUurk Lohdkj dh tk,xh] ysfdu bl [kkrs ij dksbZ vfrfjDr Hkqxrku ugha fd;k tk,xkA 9-147(x). 1 3 Mh dCtksa lfgr dslesaV njoktk 67x64 fe-eh- Qsze rFkk 67x 110 fefe lSl dh cuh gqbZ(nh/kZ Js.kha)nksuksa nhokjksa dh eksVkbZ 2- 3±0-2 fefe rFkk mfpr ifjek.k ds flaxy Xysftax chM @Mcy Xysftax chM A(njokts dk {ks= 2-00 oxZeh0 rd½ 9-147(x). 2 3 Mh rFkk fQzD”ku dCtksa(400x19x1.9fefe)lfgr mij yxs gq, jks”kunku ds lkFk&lkFk dslesaV njoktk 67x64 fefe Qsze 67x 110 fefe lSl rFkk 67x80 fe-eh- eqfy;u dh cuh gqbZ(nh/kZ Js.kha) nksuksa nhokjksa dh eksVkbZ 2-3±0-2 fefe rFkk mfpr ifjek.k ds flaxy Xysftax chM @Mcy Xysftax chM A(njokts dk {ks= 2-50 oxZeh0 rd½ dkj[kkukas esa fufeZr 1-50 eh0 rd Åaph ;w ih oh lh lQsn jax dh LykbZfMax Xyst f[kM+dh bfUcYV jksyj VSd rFkk lSl lfgr ;w ih oh lh cfgosZf/kr pSEcj ds Qsze ls tqMh 1-60+0-2 fefeeksVh tLrsnkj ekbYM bLikr lSD”ku lfgr izcfyr ,DlVwjsVsM izksQkby visf{kr yEckbZ dh jksy QkfeZax izfdz;k }kjk(;w ih oh lh izksQkby ds vuqlkj vkdkj izdkj)]mfpr ifjek.k dh ,DlVwjsVsM Xysftax chM rFkk ;wihohlh ,DlVwjsVsM bUVjykd] bZ ih Mh ,e xkLdsV ] owy ikby ftad vyk;(lQsn ikmMj dh ijr okyha)gqd lfgr Vp ykd]flaxy uk;yksu jksyj lfgr ftad vyk; ckMh(40 fdxzk0 rd Hkkj lgus dh {kerk)]nhokj iw.kZ djus ds fy, Qsze yxkus rFkk vko”;d taxjfgr bLikr isapksa bR;kfn ds fy, 100x8 fefe vkdkj ds th-vkbZ-QkLVuj dh O;oLFkk djuk rFkk yxkuk A gkMZos;j dks yxkus rFkk ty ds fudkl bR;kfn ds fy, Nsn djus ds lkFk&lkFk Qsze rFkk lSl dh izksQkby lHkh dksukas ls dyeh tksM rFkk la;kstu okyh gksuh pkfg, A nhokj ds tksM ds chp dk LFkku vuqeksfnr xq.koRrk ds visf{kr vkdkj ds oSnj izwQ flfydku lhyasV vksoj cSdj jksM ls Hkjuk pkfg,] ;g izHkkjh vfHk;ark ds vkjs[kksa rFkk funsZ”kksa ds vuqlkj iw.kZ gks A(flaxy @Mcy Xykl iSu ok;j eS”k rFkk flfydksu lhysaV dk Hkqxrku vyx ls fd;k tk, A uksV%& ;w ih oh lh Qsze ]lSl rFkk eqfy;u ,DlVwjsVsM izksQkby ifjeki eas ekbul 5%izfr”kr vFkkZr izksQkby dh xgjkbZ rFkk pkSMkbZ esa Lohdk;Z gksxh A mPp i{k esa izksQkby vk;ke esa fHkUurk Lohdkj dh tk,xh] ysfdu bl [kkrs ij dksbZ vfrfjDr Hkqxrku ugha fd;k tk,xkA",oxZ eh- oxZ eh-,10284-70 10451-95,,,
9-147(M-),"9-147(?k). 1 52x44 fefe Qsze rFkk 32x60 fefe lSl dh cuh gqbZ(y?kq Js.kha) ]Vw VSªd Vw iSuy LykbZfMaxf[kM+dh nksuksa nhokjksa dh eksVkbZ 1-9±0- 2 fefe rFkk mfpr ifjek.k dh flaxy Xysftax chM A( f[kMdh dk {ks= 1-75 oxZeh0 rd½ 9-147(?k). 2 QykbZ izwQ ,l ,l ok;j eS”k(nks u- Xyst rFkk ,d u- ok;j eS”k iSuy)Fkzh iSuy LykbZfMaxf[kM+dh 92x44 fefe Qsze rFkk 32x60 fefe lSl dh cuh gqbZ(y?kq Js.kha)nksuks nhokjksa dh eksVkbZ 1-9±0-2 fefe rFkk mfpr ifjek.k dh flaxy Xysftax chMA ¼f[kMdh dk {ks= 1-75 oxZeh0 rd½ 9-147(?k). 3 67x50 fefe Qsze rFkk 46x62 fefe lSl dh cuh gqbZ(nh/kZ Js.kha) ]Vw VSªd Vw iSuy LykbZfMaxf[kM+dh nksuksa nhokjksa dh eksVkbZ 2-3+0- 2 fefe rFkk mfpr ifjek.k dh flaxy Xysftax chM@ Mcy Xysftax chM A ( f[kMdh dk {ks= 1-75 oxZeh0 ls vf/kd 2-50 oxZeh0rd) 9-147(?k). 4 QykbZ izwQ ,l ,l ok;j eS”k(nks u- Xyst rFkk ,d u- ok;j eS”k iSuy)lfgr Fkhz VSªd Fkhz iSuy LykbZfMaxf[kM+dh 116x45 fefe ds Qsze rFkk 46x62 fefe lSl dh cuh gqbZ(nh/kZ Js.kha)nksuks nhokjksa dh eksVkbZ 2-3±0-2 fefe rFkk mfpr ifjek.k dh flaxy Xysftax chM@Mcy Xysftax chMA (f[kMdh dk {ks= 1-75 oxZeh0 ls vf/kd) 9-147(?k). 5 116x45 fefe rFkk 46x62 fefe lSl dh cuh gqbZ(nh/kZ Js.kha)Fkhz VSªd Fkhz iSuy LykbZfMaxf[kM+dh nksuksa nhokjksa dh eksVkbZ 2-3+0-2 fefe rFkk mfpr ifjek.k dh flaxy Xysftax chM@ Mcy Xysftax chM A ¼f[kMdh dk {ks= 1-75 oxZeh0 ls vf/kd½ dkj[kkukas esa fufeZr 1-50 eh0 rd maph ;w ih oh lh lQsn jax dh LykbZfMax Xyst f[kM+dh bfUcYV jksyj VSªd rFkk lSl lfgr ;w ih oh lh cfgosZf/kr pSEcj ds Qsze ls tqMh 1-60±0- 2 fefeeksVh tLrsnkj ekbYM bLikr lSD”ku lfgr izcfyr cfgoSf/kr izksQkby visf{kr yEckbZ dh jksy QkfeZax izfdz;k }kjk(;w ih oh lh izksQkby ds vuqlkj vkdkj o izdkj)]mfpr ifjek.k dh ,DlVwjsVsM Xysftax chM rFkk ;wihohlh ,DlVwjsVsM bUVjyksd rFkk ;w ih oh lh ,DlVwjsVsM buykbu lSl ,MIVj(;fn visf{kr gks),bZ ih Mh ,e xkLdsV ] owy ikby ftad vyks;(lQsn ikmMj dh ijr okyha)ftad IysVsM ekbZYM bLikr ,DlVwjsVsM iokbaV yksfdxa ,DlVwjsVsM iSuy ds ,d rjQ gSUMy VªkUlfe”ku xs;j ds lkFk ftad vyk; ¼lQsn ikmMj dh ijr okyh½ gqd ftad IysfVM ekbyM LVhy eYVh iksbaV yksfdax ,DlVªhe iSuy ds ,d rjQ lfgr Vp yksd(ok;j eS”k iSuy ds fy, ;fn visf{kr gksa),lek;ksT; Mcy uk;yksu jksyj(Hkkj lgus dh {kerk 120 fdxzkk0a)lfgr taxjfgr bLikr(,l ,l 304 xzsM),nhokj iw.kZ djus ds fy, Qsze yxkus rFkk vko”;d taxjfgr bLikr isapksa bR;kfn ds fy, 100x8 fefe vkdkj ds th-vkbZ-QkLVuj dh O;oLFkk djuk rFkk yxkuk A gkMZos;j dks yxkus rFkk ty ds fudkl bR;kfn ds fy, Nsn djus ds lkFk&lkFk Qsze rFkk lSl dh izksQkby lHkh dksukas ls dyeh tksM rFkk la;kstu okyh gksuh pkfg, A Qzse yxkus ds ckn Qsze rFkk nhokj ds tksM ds chp dk LFkku vuqeksfnr xq.koRrk ds visf{kr vkdkj ds oSnj",oxZ eh- oxZ eh- oxZ eh- oxZ eh- oxZ eh-,7634-10 10030-30 7821.15 9642.60 9183.30,,,
,"izwQ flfydku lhyasV vksoj cSadj jksM ls Hkjk gqvk gksuk pkfg,];g izHkkjh vfHk;ark ds vkjs[kksa rFkk funsZ”kksa ds vuqlkj iw.kZ gks A(flaxy @Mcy Xykl iSu ok;j eS”k rFkk flfydku lhysaV dk Hkqxrku vyx ls fd;k tk, A uksV %&;w ih oh lh Qsze ]lSl rFkk eqfy;u ,DlVwjsVsM izksQkby ifjeki eas ekbul 5%vFkkZr izksQkby dh xgjkbZ rFkk pkSMkbZ esa Lohdk;Z gksxh A mPp i{k esa izksQkby vk;ke esa fHkUurk Lohdkj dh tk,xh] ysfdu bl [kkrs ij dksbZ vfrfjDr Hkqxrku ugha fd;k tk,xkA 9-147(M-). 1 67x50 feeh Qsze rFkk 46x62 feeh lSl dh cuh gqbZ(nh/kZ Js.kha) Vw VSªd Vw iSuy LykbZfMaxf[kM+dh nksuksa nhokjksa dh eksVkbZ 2-3±0- 2 fefe rFkk mfpr ifjek.k dh flaxy Xysftax chM@ Mcy Xysftax chM A(f[kMdh dk {ks= 2-50 oxZeh0 ls vf/kd rFkk 4-00 oxZeh0 rd) 9-147(M-). 2 67x50 feeh Qsze rFkk 46x62 feeh lSl dh cuh gqbZ(nh/kZ Js.kha)] Vw VSªd Qksj iSuy LykbZfMaxf[kM+dh nksuksa nhokjksa dh eksVkbZ 2-3± 0-2 fefe rFkk mfpr ifjek.k dh flaxy Xysftax chM@ Mcy Xysftax chM A(f[kMdh dk {ks= 4-00 oxZeh0 ls vf/kd rFkk 8-00 oxZ eh0 rd)",oxZ eh- oxZ eh-,7798.30 6783.70,,,
9-147(p),"dkj[kkukas esa fufeZr 1-50 eh0 rd maph ;w ih oh lh lQsn jax dh LykbZfMax Xyst njoktk bfUcYV jksyj VSªd rFkk lSl lfgr ;w ih oh lh cfgosZf/kr pSEcj ds Qsze ls tqMh 1-60±0- 2 feeheksVh tLrsnkj ekbYM bLikr lSD”ku lfgr izcfyr ,DlVwjsVsM izksQkby visf{kr yEckbZ dh jksy QkfeZax izfØ;k }kjk(;w ih oh lh izksQkby ds vuqlkj vkdkj o izdkj)] mfpr ifjeki dh ,DlVwjsVsM Xysftax chM rFkk ;wihohlh ,DlVwjsVsM bUVjyksd rFkk ;w ih oh lh ,DlVwjsVsM buykbu lSl ,MIVj(;fn visf{kr gks),bZ ih Mh ,e xkLdsV ] owy ikby ftad vyks;(lQsn ikmMj dh ijr okyha)ftad IysVsM ekbZYM bLikr ,DlVwjsVsM iokbaV yksfdxa ,DlVwjsVsM iSuy ds ,d rjQ gSUMy VªkUlfe”ku xs;j ds lkFk ftad vyk; ¼lQsn ikmMj dh ijr okyh½ dzhlsaV rkyk ¼;fn vko”;d gks½ lek;ksT; Mcy uk;yksu jksyj(Hkkj lgus dh {kerk 120 fdxzkk0a)lfgr taxjfgr bLikr(,l ,l 304 xzsM),nhokj iw.kZ djus ds fy, Ýse yxkus rFkk vko”;d taxjfgr bLikr isapksa bR;kfn ds fy, 100x8 feeh vkdkj ds th-vkbZ-QkLVuj dh O;oLFkk djuk rFkk yxkuk A gkMZos;j dks yxkus rFkk ty ds fudkl bR;kfn ds fy, Nsn djus ds lkFk&lkFk Ýse rFkk lSl dh izksQkby lHkh dksukas ls dyeh tksM rFkk la;kstu okyh gksuh pkfg, A Ýse yxkus ds ckn Ýse rFkk nhokj ds tksM ds chp dk LFkku vuqeksfnr xq.koRrk ds visf{kr vkdkj ds oSnj izwQ flfydku lhyasV vksoj cSadj jksM ls Hkjk gqvk gksuk pkfg,];g izHkkjh vfHk;ark ds vkjs[kksa rFkk funsZ”kksa ds vuqlkj iw.kZ gks A(flaxy @Mcy Xykl iSu ok;j eS”k rFkk flfydku lhysaV dk Hkqxrku vyx ls fd;k tk, A uksV %&;w ih oh lh Qsze ]lSl rFkk eqfy;u ,DlVwjsVsMizksQkby ifjeki eas ekbul 5%izfr”kr vFkkZr izksQkby dh xgjkbZ rFkk pkSMkbZ esa Lohdk;Z gksxh A mPp i{k esa izksQkby vk;ke esa fHkUurk Lohdkj dh tk,xh] ysfdu bl [kkrs ij dksbZ vfrfjDr Hkqxrku ugha fd;k tk,xkA 9-147(p). 1 67x50 feeh Qsze rFkk 46x82 feeh lSl dh cuh gqbZ(nh/kZ Js.kha) ]Vw VSªd Vw iSuy LykbZfMax njokt+s ds nksuksa nhokjksa dh eksVkbZ 2-3 ±0-2 feeh rFkk mfpr ifjeki dh flaxy Xysftax chM@ Mcy Xysftax chM A(njokts dk {ks= 2-00 oxZeh0 ls vf/kd rFkk 5-00 oxZeh0 rd)",oxZ eh-,6882.40,,,
,9-147(p). 2 67x50 feeh Qsze rFkk 46x82 feeh lSl dh cuh gqbZ(nh/kZ Js.kha) Vw VSªd Qksj iSuy LykbZfMax njokt+s dh nksuksa nhokjksa dh eksVkbZ 2- 3±0-2 fefe rFkk mfpr ifjeki dh flaxy Xysftax chM@ Mcy Xysftax chM A(njokts dk {ks= 8-00 oxZeh0 ls vf/kd rFkk 10-00 oxZeh0 rd),oxZ eh-,6140.90,,,
,9-147(p). 3 116x45 feeh Qsze rFkk 46x82 feeh lSl dh cuh gqbZ(nh/kZ Js.kha) ] Fkzh VSªd Fkzh iSuy LykbZfMax njokt+s dh nksuksa nhokjksa dh eksVkbZ 2- 3±0-2 fefe rFkk mfpr ifjeki dh flaxy Xysftax chM@ Mcy Xysftax chM A(njokts dk {ks= 5-00 oxZeh0 ls vf/kd),oxZ eh-,6940.45,,,
